essay_id,sentence,dep_---,dep_IDF,dep_MOD,dep_OBJ,dep_PRD,dep_SBJ,dep_TMZ,dep_TPC,pos_ADJ,pos_ADP,pos_ADV,pos_AUX,pos_CCONJ,pos_DET,pos_INTJ,pos_NOUN,pos_NUM,pos_PART,pos_PRON,pos_PROPN,pos_PUNCT,pos_SCONJ,pos_VERB,pos_X,depPOS_---(ADJ),depPOS_---(ADP),depPOS_---(ADV),depPOS_---(CCONJ),depPOS_---(DET),depPOS_---(NOUN),depPOS_---(PRON),depPOS_---(PROPN),depPOS_---(PUNCT),depPOS_---(SCONJ),depPOS_---(VERB),depPOS_IDF(ADJ),depPOS_IDF(ADP),depPOS_IDF(ADV),depPOS_IDF(DET),depPOS_IDF(NOUN),depPOS_IDF(NUM),depPOS_IDF(PRON),depPOS_IDF(PROPN),depPOS_IDF(SCONJ),depPOS_IDF(VERB),depPOS_MOD(ADJ),depPOS_MOD(ADP),depPOS_MOD(ADV),depPOS_MOD(AUX),depPOS_MOD(CCONJ),depPOS_MOD(DET),depPOS_MOD(INTJ),depPOS_MOD(NOUN),depPOS_MOD(NUM),depPOS_MOD(PART),depPOS_MOD(PRON),depPOS_MOD(PROPN),depPOS_MOD(PUNCT),depPOS_MOD(SCONJ),depPOS_MOD(VERB),depPOS_MOD(X),depPOS_OBJ(ADJ),depPOS_OBJ(ADP),depPOS_OBJ(ADV),depPOS_OBJ(CCONJ),depPOS_OBJ(DET),depPOS_OBJ(INTJ),depPOS_OBJ(NOUN),depPOS_OBJ(NUM),depPOS_OBJ(PART),depPOS_OBJ(PRON),depPOS_OBJ(PROPN),depPOS_OBJ(SCONJ),depPOS_OBJ(VERB),depPOS_PRD(ADJ),depPOS_PRD(ADP),depPOS_PRD(ADV),depPOS_PRD(CCONJ),depPOS_PRD(NOUN),depPOS_PRD(NUM),depPOS_PRD(PRON),depPOS_PRD(PROPN),depPOS_PRD(SCONJ),depPOS_PRD(VERB),depPOS_PRD(X),depPOS_SBJ(ADJ),depPOS_SBJ(DET),depPOS_SBJ(NOUN),depPOS_SBJ(NUM),depPOS_SBJ(PRON),depPOS_SBJ(PROPN),depPOS_SBJ(SCONJ),depPOS_SBJ(VERB),depPOS_TMZ(NOUN),depPOS_TPC(ADJ),depPOS_TPC(ADP),depPOS_TPC(DET),depPOS_TPC(NOUN),depPOS_TPC(PRON),depPOS_TPC(PROPN)
AR-130-188945-1,"ل+ قد سببت الكثير من الخلافات و+ الفتن في مجتمع +نا مؤخرا , ف+ توصل الخلافات ل+ المحاكم و+ هذا يضر المجتمع و+ الصغار في سن حيث يصدقون كل ما يرون +ه في وسائل التواصل الاجتماعي .",1,3,18,14,0,1,0,0,3,5,1,1,4,1,0,12,0,1,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,5,1,1,4,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-188945-2,بعض الأفراد أثرت على +هم حتى الانتحار و+ هذا ما يقلق الأهالي على أولاد +هم من التواصل الاجتماعي .,1,2,8,6,0,2,0,0,1,3,0,0,1,1,0,6,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-188945-3,و+ التواصل الاجتماعي فرق الكثير من العائلات ل+ أن +هم لا يجلسون مع بعض +هم البعض .,1,2,8,3,1,2,0,0,2,2,0,0,1,0,0,5,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-188945-4,وسائل التواصل أثرت على أغلبية الشعب و+ الفتن بين الشعوب و+ تعليم الأطفال العادات السيئة مثل لعبة البابجي التي أثرت على بنات و+ انتحروا ب+ سبب خسارة +هم اللعبة ف+ هذا يؤثر كثيرا على الأطفال مؤخرا .,1,8,16,10,0,2,0,0,3,4,0,0,4,1,0,17,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,1,1,0,0,3,4,0,0,4,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-188945-5,من رأي +ي يجب حظر هذه الألعاب و [ INCOMPLETE ],1,2,6,1,0,1,0,0,0,1,0,0,1,1,0,3,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189349-1,"وسائل التواصل الاجتماعي تؤثر كثيرا على الفرد و+ المجتمع تأثيرات سلبية , من +ها قد تلهى الفرد عن أشغال +ه .",1,2,12,5,0,1,0,0,3,3,0,1,1,0,0,7,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,3,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189349-2,"و+ المراهقون قد تلهي +هم عن دراسة +هم و+ عدم قدرة +هم على النوم ب+ شكل كاف , و+ عدم القدرة على التركيز في الدراسة و+ أيضا البالغون لا يمكن +هم أن يكملوا يوم +هم ب+ سبب الإجهاد و+ السهر على مواقع التواصل الاجتماعي .",1,7,20,14,0,1,0,2,2,7,1,1,5,0,0,17,0,1,5,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,0,2,7,1,1,5,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
AR-130-189349-3,"و+ ل+ ذلك على الأنترنت في كل عام ينزلون تطبيقا جديدا ل+ التواصل الاجتماعي بين الأفراد و+ يستخدمون +ه ب+ لا شك و+ ذلك أيضا يؤثر على حياة +هم العائلية أيضا , ف+ قد لا يجدون وقتا كافيا ل+ الجلوس مع عائلة +هم و+ أصدقاء +هم , و+ أيضا صحة +هم قد تتدهور ب+ سبب انشغال +هم طيلة ساعات طويلة في قضاء وقت +هم .",1,12,33,17,0,2,0,0,5,9,3,2,6,2,0,20,0,2,7,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,6,0,0,0,5,9,3,2,6,0,0,3,0,2,0,0,3,0,0,0,0,0,0,0,1,0,10,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189349-4,و+ أيضا من أشهر الأمراض التي قد يصاب ب +ها الفرد إذا قضى أكثر من أربع ساعات في استخدام مواقع التواصل آلام الرقبة و+ الظهر و+ الأرق و+ عدم القدرة على الاتزان في حياة +ه ب+ سبب شاشات الإلكترونيات و+ الجلوس مدة طويلة في نفس الوضعية دون حركة .,1,11,21,14,0,2,0,0,4,8,1,1,5,0,0,22,1,0,3,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,0,0,0,1,7,1,1,5,0,0,2,0,0,1,0,1,1,1,0,2,0,0,0,0,0,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189349-5,و+ قد تسبب وسائل التواصل الاجتماعي الانعزال الشعوري عن المجتمع .,1,1,6,2,0,1,0,0,2,1,0,1,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189349-6,و+ أيضا هناك فوائد ل+ استخدام مواقع التواصل الاجتماعي هي تبادل الخبرات الحياتية و+ اكتساب معلومات هامة و+ جديدة و+ اكتساب مهارات جديدة ل+ الإبداع .,1,5,13,5,0,2,0,0,5,2,2,0,4,0,0,11,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,2,1,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-189349-7,"و+ في الختام وسائل التواصل الاجتماعي هي منجزات عظيمة , و+ الإنسان هو الذي يملك القدرة على الاستفادة من +ها أو سبل توقي من خطر +ها على +ه .",1,2,16,8,0,2,0,0,2,5,0,0,3,0,0,9,0,0,6,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,5,0,0,3,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189349-8,و+ هنا على +نا تقديم النصح و+ التوعية ل+ المراهقين و+ الأطفال كي لا يقعوا في فخ مواقع التواصل الاجتماعي .,1,3,10,6,0,1,0,0,1,3,1,0,3,0,0,8,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,1,0,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189525-1,هناك العديد من الإيجابيات و+ السلبيات التي تسبب +ها وسائل التواصل الاجتماعي .,1,1,6,3,0,2,0,0,2,1,1,0,1,0,0,4,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189525-2,كثير من الناس يستفيدون من التواصل الاجتماعي ب+ شكل كبير ب+ البحث و+ العلم و+ أيضا التجارة .,1,0,10,6,0,1,0,0,3,4,1,0,2,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189525-3,"و+ هناك آخرون يتحدثون عن السياسة و+ أحاديث لا تخص +هم , فقط يبحثون عن الجدال و+ الشهرة , و+ هذا أمر محزن في زمن +نا هذا .",1,1,17,7,0,2,0,0,2,3,2,0,4,2,0,6,0,1,2,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,0,4,1,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189525-4,إن وسائل التواصل الاجتماعي سلاح ذو حدين إما أن تستفيد من +ه و+ إما أن تشوه سمعة +ك و+ أخلاق +ك .,1,4,9,6,1,1,0,0,1,1,0,0,5,0,0,6,0,0,3,1,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189525-5,"بعض من الناس يعتقد ب+ أن وسائل التواصل الاجتماعي فقط ل +ها سلبيات ب+ سبب أخلاق بعض من الناس أو أفعال +هم المؤذية , و+ لكن التواصل مع الآخرين أمر مهم ل+ تكوين علاقات تدوم .",1,6,16,7,2,4,0,0,3,5,1,0,3,0,0,16,0,0,3,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,2,4,1,0,3,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189611-1,السلام على +كم .,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189611-2,هناك موضوع مهم يدور في بال +ي و+ أحب أن أطرح +ه على +كم و+ أناقش +ه و+ هو عن وسائل التواصل الاجتماعي و+ تأثير +ها على الفرد .,1,3,11,12,0,2,0,0,2,4,1,0,4,0,0,6,0,0,6,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,3,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-189611-3,"توجد إيجابيات و+ سلبيات ل+ الموضوع , ف+ الكثير في وقت +نا الحالي يستخدم وسائل التواصل الاجتماعي ب+ كثرة و+ هذا ب+ سبب مواكبة العصر , و+ هي وسيلة تمكن +نا من التواصل مع من يعز على +نا ل+ نطمئن على +ه .",1,5,19,14,0,4,0,0,3,8,0,0,4,1,0,13,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,2,7,0,0,4,0,0,1,0,0,0,0,3,0,2,0,0,1,0,0,0,0,8,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-189611-4,"ف+ من الإيجابيات الأخرى هي وسيلة ل+ استخراج أي معلومة أو بحث نريد أن نبحث عن +ه من خلال الشبكة الإلكترونية , و+ هي وسيلة ل+ الاستمتاع ب+ الوقت و+ التسلية من خلال +ها , لكن يجب أن يكون هناك حدود و+ لا نتخطى +ها .",1,4,20,16,1,4,0,0,2,7,1,0,6,0,0,13,0,1,6,0,3,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,7,0,0,6,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,9,0,0,2,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
AR-130-189611-5,"أما الآن س+ أتطرق إلى الجانب الآخر و+ هو سلبيات التواصل الاجتماعي , هناك عدة سلبيات , و+ من أبرز +ها الشائعات التي تحصل في +ها , و+ الانشغال من خلال +ها و+ همل الصلاة و+ أداء +ها في وقت متأخر , و+ آخر نقطة و+ هي تسبب مشكلة صحية و+ هي ضعف النظر .",1,8,29,12,0,5,0,0,7,5,1,1,8,0,0,16,0,1,8,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,4,4,0,1,8,0,0,2,0,1,1,0,5,0,3,0,2,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
AR-130-189611-6,"أخيرا يجب على جميع الناس أن يستخدموا وسائل التواصل الاجتماعي ب+ شكل صحيح ل+ أن +ه مهم جدا استعمال +ها ب+ أشياء تفيد الشخص و+ لا تضر +ه , ف+ الضرر وارد و+ لكن يجب أن تتحكم ب+ شكل صحيح و+ لا يجعل +ك عرضة ل+ الخطر أو ما شابه .",1,3,23,18,1,5,0,0,6,6,0,0,6,0,0,13,0,2,5,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,4,6,0,0,6,0,0,1,0,2,0,0,2,0,2,0,1,0,0,0,0,0,8,0,0,3,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
AR-130-189611-7,ف+ التواصل الاجتماعي بحر عميق ف+ لا يجب أن تغرق ب +ه يجب أن تكون في أمان .,1,0,8,5,1,3,0,0,2,2,0,0,2,0,0,3,0,1,1,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
AR-130-189750-1,في العشرة أعوام السابقة أصبح تركيز العالم الكلي على أحدث الأجهزة و+ الإلكترونيات و+ مواقع التواصل الاجتماعي و+ كيف يستطيع الإنسان أن يصبح مؤثرا في مواقع التواصل .,1,5,10,8,2,2,0,0,5,3,1,0,3,0,0,11,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189750-2,"ل+ قد أثرت مواقع التواصل الاجتماعي على العديد من الأشخاص , ف+ قد كان ل +ها تأثير سلبي و+ إيجابي .",1,1,11,5,1,2,0,0,4,3,0,2,2,0,0,4,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,2,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189750-3,"ف+ البعض كان يشغل حياة +ه ب+ لا فائدة ب +ها , ف+ مثلا يقوم ب+ متابعة حسابات المشاهير و+ النظر إلى طريقة حياة +هم و+ ما يعرضون +ه من سلع ب+ هدف جني المال ل+ الاستفادة ب+ المدخول الشخصي الذي يغني عن وظيفة و+ الحصول على حياة رفاهية بين سفر و+ تنقل من دولة إلى دولة .",1,9,25,19,2,2,0,0,1,12,0,0,6,0,0,25,0,1,6,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,2,0,0,0,1,11,0,0,6,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,14,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189750-4,"و+ لكن هناك الطرف الآخر الذي يستفيد من مواقع التواصل الاجتماعي ب+ هدف إيجابي , ف+ يدخل ل +ها ب+ هدف البحث عن معلومات طبية أو أخبار العالم سواء اقتصادية أو سياسية أو البحث عن جهة معينة أو مدن العالم .",1,4,24,11,0,1,0,0,7,6,1,0,7,0,0,14,0,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0,0,7,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189750-5,"ف+ كل إنسان قادر على أن يحدد ماذا يريد , و+ الهدف من الدخول إلى مواقع التواصل و+ كيفية استخدام +ها , ف+ نحن لا نستطيع أن ننكر أن +نا أصبحنا مدمنين ل+ كل مواقع التواصل و+ لكن على +نا معرفة الاستخدام الصحيح ل +ها و+ تحديد وقت ل +ها في اليوم ل+ كي لا تلهى الإنسان عن أعمال +ه الباقية .",1,9,24,22,2,4,0,0,3,10,0,0,7,0,0,19,0,2,8,0,3,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,2,9,0,0,7,0,0,0,0,2,0,0,3,0,1,0,0,1,0,0,0,0,9,0,0,4,0,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
AR-130-189799-1,"يجهل الكثير من البشر ثقافة التسامح و+ كيفية التعايش مع الآخرين , التسامح ليس فقط ب+ أن أسامح من أخطأ في حق +ي , التسامح يجب أن يبدأ من الشخص نفس +ه , يجب على +ه التسامح و+ التصالح مع نفس +ه , يجب على +ه إدراك معنى الكلمة .",1,9,20,12,2,6,0,0,2,5,1,0,2,0,0,18,0,0,7,0,5,2,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,3,0,0,0,0,5,0,0,2,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,0,4,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0
AR-130-189799-2,"التسامح شيء عظيم يجب على الجميع إدراك +ه و+ فهم +ه , التسامح هو أن أتعايش مع من هم ليسوا من دين +ي و+ ليسوا من عرقي و+ لا من نسبي , التسامح هو أن ألمس جوهر البشر و+ ليس مظاهر +هم و+ أن أتقبل +هم و+ أتقبل أفكار +هم و+ معتقدات +هم و+ أن لا أنظر ل +هم ب+ نظرة دونيه و+ تكبر .",1,8,27,22,2,5,0,0,3,6,0,0,9,0,0,15,0,3,12,1,3,4,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,3,0,0,9,0,0,1,0,3,2,1,3,2,2,0,2,1,0,0,0,0,8,0,0,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
AR-130-189799-3,"في منظور +ي الشخصي ثقافة التسامح يجب أن تدرس في المنزل بين الأهل من الأم و+ الأب , يجب على +هم زرع فكرة التسامح في قلوب قبل عقول أطفال +هم ل+ أن إذا بدأنا ب+ تعليم الأطفال ثقافة التسامح من نعومة أظافر +هم قبل خروج +هم ل+ المجتمع لن يصعب على +هم تقبل آراء الآخرين و+ لا حتى اختلاف +هم عن +هم , يوجد مثل شعبي قديم يقول : { القطو العود ما يتربى , يقصد المثل ب+ أن الشخص عند +ما يكبر لا تستطيع تعليم +ه و+ لا تربية +ه ف+ علينا أن نبدأ في تعزيز فكرة التسامح في الأطفال أولا .",1,22,44,26,1,9,0,0,5,13,0,0,4,0,0,38,0,6,11,2,6,6,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,7,0,1,0,4,13,0,0,4,0,0,5,0,6,0,0,6,2,4,0,0,0,0,0,0,0,14,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,2,0,0,0,0,0,0,0,0
AR-130-189921-1,وسائل التواصل الاجتماعي كثيرة و+ سهلة في التواصل مع الناس من جميع أنحاء العالم في عدة برامج مثل السنابتشات و+ الفيسبوك و+ الانستجرام و+ غير +ها .,1,7,11,7,0,1,0,0,3,3,0,0,4,0,0,12,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,3,0,0,4,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189921-2,"تأثير وسائل التواصل الاجتماعي على الفرد و+ المجتمع عال جدا , و+ في كل سنة تزيد تطورات وسائل التواصل الاجتماعي ف+ تزيد الآثار على الفرد و+ المجتمع .",1,5,12,7,0,3,0,0,3,3,0,0,4,0,0,14,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189921-3,"وسائل التواصل الاجتماعي سهلت على المجتمع و+ على الفرد جميع الأشياء التي يجب القيام ب +ها , و+ المجتمع قادر على كسب معلومات و+ مهارات حياتية من الآخرين خلال التواصل مع +هم .",1,5,15,9,0,3,0,0,4,5,0,0,3,0,0,14,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,2,4,0,0,3,0,0,2,0,0,1,0,2,0,1,0,2,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-189921-4,"التواصل الاجتماعي ليس فقط التحدث مع الأصدقاء و+ التسلية مع +هم , التواصل الاجتماعي ل +ه مجال في توعية الناس من الخطر و+ الكثير من الأشياء المهمة في الحياة .",1,3,15,7,1,2,0,1,4,5,1,0,2,0,0,13,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3,5,1,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
AR-130-189921-5,"التواصل الاجتماعي عالم ممتلئ ب+ المعلومات الكثيرة و+ المفيدة , و+ التواصل الاجتماعي سوف يؤثر على المجتمع في السنوات القادمة ب+ شكل كبير .",1,0,15,6,0,2,0,0,6,4,0,1,2,0,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AR-130-190122-1,"هناك تأثير كبير على المجتمع و+ الفرد من ناحية التواصل الاجتماعي , أصبح يؤثر على الأطفال و+ كبار السن و+ جميع الفئات العمرية .",1,3,12,6,1,1,0,0,3,3,1,0,3,0,0,10,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
