ID,Document_ID,Sentence
AR-130-86817-9,AR-130-86817,تعتمد الكثير من الأمور على مواقع التواصل الاجتماعي، ولذلك تعتبر من أهم المؤثرات على عصرنا الحالي وعصورنا القادمة، فلنتعلم معا كيف نكون أشخاصا فعالين ونستفيد من بعضنا البعض باستخدام هذه الوسائل ليزدهر عالمنا الجميل.
AR-130-87139-1,AR-130-87139,التواصل الاجتماعي له تأثيرات شديدة على المجتمع ومنها آثار سلبية وإيجابية عديدة.
AR-130-87139-2,AR-130-87139,ولذلك يجب على الإنسان الحذر من المواقع التي تتلف العقل والتقرب من المواقع المفيدة والإيجابية.
AR-130-87491-1,AR-130-87491,ما يميز عصرنا هذا هو انتشار وسائل التواصل الاجتماعي في المجتمع بشكل رهيب وأهميته عند المجتمع.
AR-130-87491-2,AR-130-87491,هناك كثير من أنواع التواصل الاجتماعي وأشهرهم فيسبوك وإنستجرام وسنابتشات وتويتر.
AR-130-87491-3,AR-130-87491,وسائل التواصل الاجتماعي مشهورة ومهمة عند المجتمع للعديد من الأسباب، منها أنها تساعد على التواصل مع الناس توصل لك الأخبار المهمة التي تجري حول العالم والمزيد.
AR-130-87491-4,AR-130-87491,مثل كل شيء شاع في المجتمع وسائل التواصل الاجتماعي لديها إيجابياتها وسلبياتها.
AR-130-87491-5,AR-130-87491,من إيجابيات التواصل الاجتماعي أنها تجعلك تتواصل مع أي شخص في أي وقت وفي أي دولة بسهولة وليست فقط تجعلك تتواصل مع أصدقائك بل بإمكانك أن تتعرف على أصدقاء جدد.
AR-130-87491-6,AR-130-87491,وسائل التواصل الاجتماعي أيضا قد تمهد لك فرص عمل ومن خلالها تستطيع أن تتعلم وتدرس وأيضا تشتري.
AR-130-87491-7,AR-130-87491,من سلبيات وسائل التواصل الاجتماعي أنها قد تؤدي إلى الانعزال، لأن كثرة استعمالها تبعد عقل الشخص عن الواقع وبهذا يصبح الشخص معتمدا على التواصل الاجتماعي في كل شيء.
AR-130-87491-8,AR-130-87491,ومن أهم سلبيات التواصل الاجتماعي أنها قد تكون خطيرة جدا، من خلالها يستطيع شخص أن يهكر هذه الوسائل وهكذا يملك هذا الشخص كل المعلومات الخاصة بك: اسمك الكامل وعنوان منزلك وصورك الشخصية وبطاقة البنك.
AR-130-87491-9,AR-130-87491,وسائل التواصل الاجتماعي قد تكون نافعة جدا للمجتمع والفرد ولكن يجب أن يكون استعمالها بدقة وحساب كي لا تضر.
AR-130-87491-10,AR-130-87491,فأنصح الجميع أن لا ينشر معلوماته الخاصة ولا يكثر استعمالها وأحث على طلب العلم من خلالها ويتثقف ويزيد مهاراته.
AR-130-87760-1,AR-130-87760,وسائل التواصل الاجتماعي انتشرت في الآونة الأخيرة من القرن الحادي والعشرين وباتت وسيلة لا يستغني عنها الملايين من الناس.
AR-130-87760-2,AR-130-87760,السؤال المحير هو هل هذه الوسائل الاجتماعية نعمة أم نقمة؟
AR-130-87760-3,AR-130-87760,في الحقيقة هي سلاح ذو حدين وتعتمد طريقة استخدام الشخص لهذه الوسائل على النتائج التي سيتلقاها.
AR-130-87760-4,AR-130-87760,فيستطيع مروج المخدرات أن ينشر الفساد والفتن في المجتمع من خلال إنشاء حساب خاص به في إحدى وسائل التواصل الاجتماعي، ويستطيع المحافظ على البيئة أن ينشر الوعي عن طرق صون البيئة والحفاظ عليها من خلال هذه الوسائل الاجتماعية أيضا.
AR-130-87760-5,AR-130-87760,أصبحت الوسائل الاجتماعية جزءا من روتين كل شخص في يومنا الحالي فعند استيقاظه من النوم يبدأ بتصفح هذه الوسائل ليطمئن على حسابه ومتابعيه.
AR-130-87760-6,AR-130-87760,تشكل هذه الوسائل خطورة كبيرة للأطفال أيضا، فأصبح الطفل ينشئ حسابه الخاص الذي ليس بالضرورة أن يكون مراقبا من قبل أحد والديه.
AR-130-87760-7,AR-130-87760,لربما يكون الطفل مطلعا على الصفحات الخاطئة أو التي لا تناسب عمره.
AR-130-87760-8,AR-130-87760,تعتبر هذه الوسائل سلاحا فتاكا في تدمير العوائل، فأصبح الأب يجلس طوال النهار على حاسوبه أو هاتفه الخاص والأم كذلك، يضيع الأطفال ويترعرعون بالأساليب الخاطئة على يد الخدم.
AR-130-87760-9,AR-130-87760,علينا الانتباه لطريقة استخدام هذه الوسائل قبل أن تحدث أي أضرار أكبر.
AR-130-88375-1,AR-130-88375,التواصل الاجتماعي وتأثيره على الفرد والمجتمع لكل غرض حدان، إما أن تستعمله بالطريقة الصحيحة فتقي نفسك من الشر أو تستعمله بالطريقة الخاطئة فتقع في المصائب.
AR-130-88375-2,AR-130-88375,التواصل الاجتماعي يكون سببا في فساد المجتمع وانعدام الروابط الاجتماعية.
AR-130-88375-3,AR-130-88375,يعد تأثير التواصل الاجتماعي على المجتمع كبيرا، فبه يستطيع أن يجعل العالم كقرية صغيرة، يستطيع الإنسان أن يتواصل مع من يشاء في وقت قصير، يستطيع أن يسمع بأخبار العالم بضغطة زر واحد.
AR-130-88375-4,AR-130-88375,أما تأثيره على الفرد فهو يعتمد على الفرد، كيف يستعمله وبأي طريقة، إما أن يكون بالطريقة الصحيحة وهي أن يستعمله لمعرفة أخبار العالم الخارجي أو يتواصل به مع أصدقائه وعائلاته أو يدمر نفسه باستعماله في أشياء أخرى.
AR-130-88399-1,AR-130-88399,جميعنا أو أغلبيتنا نمتلك هاتفا وعلى هذا الهاتف هناك الكثير من مواقع التواصل الاجتماعي.
AR-130-88399-2,AR-130-88399,هذه المواقع قد تجمعنا مع أقاربنا أو أصدقائنا أو الكثير من الناس حول العالم، ولكنها قد تلوث أفكارنا وتزرع كره النفس.
AR-130-88399-3,AR-130-88399,لكن يجب أن نتذكر أننا نحن الذين نمسك هذه الهواتف ونشعر بما نريد أن نشعر به.
AR-130-88399-4,AR-130-88399,وسائل التواصل الاجتماعي أحيانا تزيد الوعي عن الكوارث التي تحدث حول العالم ولكنها أيضا تسبب الكوارث.
AR-130-88399-5,AR-130-88399,يجب أن نحافظ على أمننا ولا نعطي الجميع معلومات عن حياتنا.
AR-130-88399-6,AR-130-88399,لكي نصبح مجتمعا سليما علينا الحفاظ على أمانتنا وعلى أمانات الغير.
AR-130-88780-1,AR-130-88780,كيف تتواصل مع أصدقائك وأقاربك؟
AR-130-88780-2,AR-130-88780,هل بكتابة رسالة ورقية وانتظار الرد عليها بعد أيام؟
AR-130-88780-3,AR-130-88780,هل لي أن أسألك أيضا كيف تحصل على الأخبار الجديدة؟
AR-130-88780-4,AR-130-88780,عن طريق قراءة الصحف كل صباح؟
AR-130-88780-5,AR-130-88780,بالطبع لا فكلانا نعرف الجواب الصحيح ألا وهو من خلال مواقع التواصل الاجتماعي، فقد أصبحت مواقع التواصل الاجتماعي هي الأكثر شيوعا في هذا العصر.
AR-130-88780-6,AR-130-88780,ولكن كثرة المستخدمين لا تعني أنها ليس لها مساوئ، فمواقع التواصل الاجتماعي لها تأثير جيد وسيئ في الوقت نفسه.
AR-130-89064-1,AR-130-89064,هل تعلم أن نسبة الأفراد الذين يستخدمون وسائل التواصل الاجتماعي بلغت ٨٥٪؟
AR-130-89064-2,AR-130-89064,إنه رقم كبير جدا!
AR-130-89064-3,AR-130-89064,فإن وسائل التواصل الاجتماعي لها دور كبير وفعال في المجتمع.
AR-130-89064-4,AR-130-89064,هناك إيجابيات وسلبيات لوسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع.
AR-130-89064-5,AR-130-89064,أصبحت وسائل التواصل الاجتماعي أمرا مهما جدا لجميع الأفراد وهناك بعض من لا يستغنون عنها إطلاقا فيعتبرونها عنصرا مهما في حياتهم، حيث سهلت لنا الكثير من الأشياء.
AR-130-89064-6,AR-130-89064,هناك إيجابيات لوسائل التواصل الاجتماعي، حيث تعزز علاقات الناس وتنشر المحبة والألفة والترابط بينهم.
AR-130-89064-7,AR-130-89064,وبالإضافة وسائل التواصل الاجتماعي مصدر للرزق لبعض من الأفراد، فهناك الكثير من الحسابات عبر الإنستجرام والسنابتشات يعرضون فيها منتجاتهم مثل: الأكل والملابس والمستلزمات والكثير من الأشياء.
AR-130-89064-8,AR-130-89064,بالإضافة هناك حسابات رسمية تعرض أخبار العالم فيدخل فيه الأفراد ويتصفحون منه.
AR-130-89064-9,AR-130-89064,كما أن وسائل التواصل الاجتماعي لها تأثير قوي على المجتمع فقد تساهم في تسريع عملية شراء العقارات مثلا أو تساعد في نشر الإعلانات بطريقة سريعة وفعالة لشركات كبيرة.
AR-130-89064-10,AR-130-89064,ومن ناحية أخرى هناك آثار سلبيات لوسائل التواصل الاجتماعي على الفرد وعلى المجتمع، فمثلا هناك بعض الحسابات الوهمية عبر الإنستجرام التي تطرح مواضيع غير لائقة للفرد مثل نشر بعض الصور أو الفيديوهات للاستهزاء ببعض من المشاهير بطريقة سخرية.
AR-130-89064-11,AR-130-89064,وهذه الحسابات تشكل الكثير من المشاكل والحقد والكراهية بين أفراد المجتمع.
AR-130-89064-12,AR-130-89064,في الخلاصة لا يمكننا أن نقول أن وسائل التواصل الاجتماعي أثرت بشكل سلبي أو إيجابي على الفرد والمجتمع فهناك أشياء سلبية وهناك أشياء إيجابية.
AR-130-89381-1,AR-130-89381,على الرغم من انتشار مواقع التواصل الاجتماعي وشهرتها إلا إن لها تأثيرا كبيرا على الفرد والمجتمع.
AR-130-89381-2,AR-130-89381,أولا لها تأثير إيجابي لمساهمتها في تسهيل التواصل بيننا وسرعة الحصول على الأخبار، ولها تأثير سلبي لأنها تؤدي إلى الإدمان، فنحن نقضي ساعات طويلة على أجهزتنا الذكية بدلا من الانشغال بالدراسة أو قضاء وقت ممتع مع العائلة أو الأصدقاء.
AR-130-89381-3,AR-130-89381,كما أنها ومن وجهة نظري لم تزد حبنا للتعلم والاكتشاف فقط بل زادت من فضولنا وحبنا لمعرفة أحدث الأخبار.
AR-130-89381-4,AR-130-89381,كما أنها قللت من رضا الشخص عن حياته فنحن نتتبع أخبار الآخرين وطريقة عيشهم ويومياتهم فتقل عندنا القناعة بما نملك.
AR-130-89381-5,AR-130-89381,ومن تأثيراتها السلبية أيضا هي أننا لم نعد نتواصل مع الأصدقاء أو حتى العائلة كما كنا نفعل من قبل، فالتواصل مع وجود وسائل التواصل الاجتماعي لا يتعدى رسالة نصية أو اتصالا هاتفيا.
AR-130-89381-6,AR-130-89381,على الرغم من سلبياتها الكثيرة إلا إنها كبقية الأشياء في حياتنا سلاح ذو حدين، إذا أحسنا استغلاله استفدنا منه وإن أسأنا استغلاله كان له تأثير كبير علينا وعلى مجتمعاتنا.
AR-130-89391-1,AR-130-89391,وسائل التواصل الاجتماعي سلاح ذو حدين، ربما تكون آثارها سلبية أو إيجابية، يعتمد ذلك على استخدام الفرد والمجتمع.
AR-130-89391-2,AR-130-89391,من الآثار السلبية أن يصبح الشخص مدمنا على استخدام برامج التواصل الاجتماعي، مثال على ذلك أنه لا يستطيع أن يترك هاتفه لمدة خمس دقائق.
AR-130-89391-3,AR-130-89391,هذا يشكل خطرا كبيرا على صحة الإنسان ربما يصيبه بقصر النظر ومشاكل في النوم.
AR-130-89391-4,AR-130-89391,لا يمنع ذلك من وجود آثار إيجابية لاستخدام وسائل التواصل الاجتماعي فهي توفر جهدا كبيرا في بعض الأحيان.
AR-130-89391-5,AR-130-89391,قبل وجودها كان يجب علينا أن نكتب رسائل يدوية وننتظر بالأشهر إلى أن تصل للشخص المقصود أو المرسل إليه، وأيضا ننتظر أشهر أخرى إلى أن يصل إلينا الرد.
AR-130-89391-6,AR-130-89391,لكن اليوم مع وجود وسائل التواصل الحديثة نستطيع أن نرسل رسائل طويلة في دقائق معدودة ويصلنا الرد في أقل من دقيقتان.
AR-130-89391-7,AR-130-89391,"ونستطيع أن ندير شركات ومشاريع عن طريق تطبيقات مجانية مثل ""واتساب"" و ""إنستجرام""، وقد يكون تأثيرها على المجتمع تأثيرا إيجابيا قويا وينقذ حياة الكثيرين."
AR-130-89415-1,AR-130-89415,لمواقع التواصل الاجتماعي أثر كبير في حياتنا، فهي أساس التطور.
AR-130-89415-2,AR-130-89415,والمجتمع يتطور بتطورها.
AR-130-89587-1,AR-130-89587,وسائل التواصل الاجتماعي وتأثيرها على الفرد والمجتمع تقدمت التكنولوجيا كثيرا في الأعوام السابقة، فأصبح أكثر الناس يتواصلون عبر وسائل التواصل وأصبح الناس يعتمدون على الوسائل الاجتماعية، فلا يمكن أن يمر يوما واحدا دون استخدامها من بعض الأشخاص.
AR-130-89587-2,AR-130-89587,الوسائل الاجتماعية أثرت بشكل جيد وسيئ على المجتمع.
AR-130-89587-3,AR-130-89587,وسائل التواصل الاجتماعي سهلت الكثير من الأمور في الحياة، فيمكننا أن نتواصل بشكل سريع مع الناس وأن نطمئن عليهم إذا حدث مشكلة ما.
AR-130-89587-4,AR-130-89587,وأيضا أثرت الوسائل الاجتماعية على المشاريع بشكل جيد فإن الكثير من المشاريع ينشرون الدعايات عبر الوسائل الاجتماعية دون أن يدفعوا مبلغا غاليا.
AR-130-89587-5,AR-130-89587,إن الوسائل الاجتماعية أثرت بشكل سلبي أيضا على المجتمع، فالكبار والمراهقون وأيضا الأطفال أصبحوا مدمنين بسبب كثرة استخدام وسائل التواصل الاجتماعي، فلا يمكنهم التخلي عن هواتفهم لساعات قليلة.
AR-130-89587-6,AR-130-89587,أثرت التكنولوجيا على الأطفال كثيرا، فعندما تزور أحد أقاربك ترى أن جميع الأطفال يلعبون بالأيباد ولا يعرفون معنى الطفولة.
AR-130-89587-7,AR-130-89587,"وأيضا هناك الكثير من الألعاب المدمنة حاليا، منها ""فورتنايت"" و ""بابجي""، وليس فقط الصغار يلعبونها ولكن أصبح الكبار يلعبونها أيضا."
AR-130-89587-8,AR-130-89587,إن الوسائل الاجتماعية أثرت على المجتمع بشكل جيد ولكن أثرت على المجتمع بشكل سلبي أكثر، ففي هذا الجيل لا يمكنك أن تخرج إلا لو كان هاتفك المحمول معك.
AR-130-89587-9,AR-130-89587,يجب أن نتذكر أن التواصل الاجتماعي ليس كل شيء في الحياة.
AR-130-89591-1,AR-130-89591,تعتبر وسائل التواصل الاجتماعي سلاحا ذا حدين، يختلف استخدام هذه المواقع من شخص إلى آخر.
AR-130-89591-2,AR-130-89591,تستخدم هذه المواقع في مختلف الأشياء ومن قبل مختلف الأعمار.
AR-130-89591-3,AR-130-89591,يتنوع تأثير مواقع التواصل الاجتماعي من فرد إلى آخر.
AR-130-89591-4,AR-130-89591,تتنوع وسائل التواصل الاجتماعي وبرامجها، فمنها الاستخدامات الإيجابية ومنها الاستخدامات السلبية.
AR-130-89591-5,AR-130-89591,يستفيد منها البعض والبعض الآخر ينخدع فيها.
AR-130-89591-6,AR-130-89591,يستطيع الأشخاص الاستفادة من المعلومات الموجودة وتؤدي هذه المعلومات لتغذية العقل وتنميته، ولكن في الطرف الآخر قد تكون هذه المعلومات لا صحة لها.
AR-130-89591-7,AR-130-89591,يمكن لبعض الأشخاص تقضية أوقاتهم في مواقع التواصل الاجتماعي وهذا في بعض الأحيان أمر غير جيد.
AR-130-89591-8,AR-130-89591,من الممكن استغلال الكثير من الوقت في فعل أشياء أكثر فائدة مثل: قراءة بعض الكتب، الجلوس مع العائلة وعمل بعض الأعمال المنزلية.
AR-130-89591-9,AR-130-89591,مسؤولية مواقع التواصل تقع على الفرد نفسه، يمكن للشخص أن يحدد إما أن يستفيد أو يقع في الخطأ.
AR-130-89653-1,AR-130-89653,إن التواصل الاجتماعي من أهم عاداتنا اليومية حيث يستخدم المراهقون جميع مواقع التواصل يوميا للتواصل مع الزملاء حيث أصبحت المكالمات الهاتفية أقل أهمية لهذا الجيل.
AR-130-89653-2,AR-130-89653,الوسائل الاجتماعية لها أهميتها وخطورتها حيث إنه المكان المركزي للنقد للأفراد والتشمت بالآخرين.
AR-130-89653-3,AR-130-89653,لكن قد يستخدم الناس التواصل الاجتماعي لأسباب مختلفة مثل صفحة لتعليم اللغات المختلفة أو صفحات لعرض أشغالهم وأيضا لتشهير المنتجات لأعمالهم.
AR-130-89653-4,AR-130-89653,قد يستخدم الطلاب التواصل الاجتماعي من طرف التعلم والبحث عن المساعدة في حل واجباتهم من برامج مختلفة وأيضا من الأصدقاء.
AR-130-89653-5,AR-130-89653,استخدام التواصل الاجتماعي سهل على جميع أفراد المجتمع حيث هناك الكثير من المواقع للتواصل مع الأصدقاء وأيضا للتعرف على أصدقاء جدد.
AR-130-89653-6,AR-130-89653,من البرامج التي توفر طرقا للتواصل هي السنابتشات، الإنستجرام وتويتر وأيضا الواتساب.
AR-130-89653-7,AR-130-89653,استخدام التواصل الاجتماعي من أسرع الطرق للتواصل في هذا الزمن وأيضا من أسهل الطرق التي قد يتعلم الكل عليها من دون أي صعوبة تماما.
AR-130-89674-1,AR-130-89674,هل يمكنكم العيش بدون برامج التواصل الاجتماعي؟
AR-130-89674-2,AR-130-89674,إنه من الصعب جدا، غير أنه يؤثر كثيرا على حياة الإنسان الاجتماعية والصحية.
AR-130-89674-3,AR-130-89674,في الحياة الاجتماعية تأثيرها يفكك العائلة ويجعل جميع الناس متوحدين لا يحبون التكلم مع أحد.
AR-130-89674-4,AR-130-89674,وإنه يؤثر بشكل غير طبيعي على المراهقين كما أنه يجعلهم غير قابلين على التكلم والتواصل مع الناس في الحياة الحقيقية.
AR-130-89674-5,AR-130-89674,وفي الحياة الصحية فإن الأجهزة التي تستعمل لبرامج التواصل الاجتماعي تؤثر على جسم الإنسان وعقله وعيونه بسبب الإشعاعات التي تخرج منه، كما أنه يقلل أو يمنع بعض الخلايا من تأدية وظائفها، كما أنه يسبب السهر وسواد تحت العين وضعف النظر وسد الشهية.
AR-130-89674-6,AR-130-89674,- السموحة أستاذ، وأنا أكتب مرتين وأنا على وشك النهاية انمسح النص كاملا فلا أقدر أن أكتب بعد.
AR-130-89676-1,AR-130-89676,إن وسائل التواصل الاجتماعي أصبحت من أهم الأشياء لدى أي إنسان في حياته فتشعر بأنها أصبحت محورا مهما جدا.
AR-130-89676-2,AR-130-89676,فهناك الكثير من الناس الذين يستعملون هذه الوسائل بطرق متعددة، فمنهم من يستعملها لكي ينشر للناس أهم أحداث حياته، وهناك من يستعملها لكي يتعرف إلى منظورات جديدة أو من يريد أن ينشر فكرة معينة.
AR-130-89676-3,AR-130-89676,فإن وسائل التواصل الاجتماعي تؤثر على الفرد والمجتمع بطرق مختلفة.
AR-130-89676-4,AR-130-89676,بدءا بالفرد فإن هذه الوسائل قد تأخذ من وقتك الكثير وتسلب تركيزك على الأمور الأهم في حياتك كالعمل أو الرياضة أو الدراسة وما إلى ذلك.
AR-130-89676-5,AR-130-89676,وقد تتعلق بها كثيرا حيث إنك لن تعيش اللحظة وتكون أولوياتك هي توثيق هذه اللحظة للجميع وهنا تنعدم خصوصيتك كفرد في المجتمع.
AR-130-89676-6,AR-130-89676,فيعرف الجميع إلى أين تذهب ومع من فتشعر بأن حياتك هي بأيدي الجميع.
AR-130-89676-7,AR-130-89676,قد يتأثر الفرد من التعليقات السلبية التي تصل إليه ويبدأ بالتفكير بطريقة سلبية أو انتحارية للتخلص من هذه المشكلة.
AR-130-89676-8,AR-130-89676,ولكن بالوجه الإيجابي، يستطيع الإنسان أن يتعرف على الكثير من الثقافات والدول من خلال وسائل التواصل الاجتماعي، فهذا ينمي فكره ويجعله إنسانا حضاريا مثقفا.
AR-130-89676-9,AR-130-89676,قد يتأثر المجتمع من هذه الوسائل أيضا، حيث إن كان هناك أناس مشهورون في هذا المجال ويروجون إلى أفكار سلبية أو خاطئة، فيتأثر كل من يتابعهم من معجبين أو ما إلى ذلك.
AR-130-89676-10,AR-130-89676,وقد تنتشر صور خاطئة بسهولة جدا على مواقع التواصل الاجتماعي عن ديننا - الإسلام - فيبدأ الجميع بالتعليق وبيان رأيهم في الكثير من المواضيع فيكون هناك فكرة سلبية عنه.
AR-130-89676-11,AR-130-89676,وقد تنتشر أفكار كالمقالب ومثل هذه الأمور فينتشر إلى الأطفال فتحدث هناك فوضى عارمة للأهالي بسبب ما ينتشر في مواقع التواصل الاجتماعي.
AR-130-89676-12,AR-130-89676,يمكن للإنسان أن يروج أعماله الفنية أو مهاراته عبر هذه الوسائل، فهذا يؤدي إلى بناء مجتمع باهر مثقف.
AR-130-89676-13,AR-130-89676,فعلى الإنسان عدم تقليد كل ما يراه من أمور منتشرة ويجب عليه استخدام هذه الوسائل بطريقة تفيده ولا تضره أو تضر غيره من أناس.
AR-130-89676-14,AR-130-89676,فهناك الكثير من الفئات العمرية التي تتأثر من هذه الأمور البسيطة فهذا سوف يؤثر على الفرد والمجتمع.
AR-130-89676-15,AR-130-89676,ويجب عليك حسن اختيار ما تود نشره إلى الناس وتحافظ على خصوصيتك بأفضل صورة، ففي هذه الوسائل تنتشر الأخبار بسرعة بارقة.
AR-130-89774-1,AR-130-89774,في الوقت الحاضر، يعتمد الإنسان على التكنولوجيا ووسائل التواصل الاجتماعي اعتمادا كبيرا ولكل شيء في حياتنا تأثير سلبي وإيجابي أيضا.
AR-130-89774-2,AR-130-89774,فعلينا استخدام هذه الأمور بدقة وحذر لأننا يمكن أن نخطئ باستعمالها ونندم لاحقا.
AR-130-89774-3,AR-130-89774,هناك من يستخدم هذه البرامج لمتابعة آخر الأخبار والعناوين وهناك من يستخدمها للتواصل مع الآخرين في كل أنحاء الأرض.
AR-130-89774-4,AR-130-89774,لهذه البرامج أثر إيجابي كبير على المجتمع وتؤثر على القطاع التعليمي والطبي.
AR-130-89774-5,AR-130-89774,يمكنك أن تجد أفضل المدارس والجامعات في العالم بدون إضاعة وقت أبدا، أفضل المنتجات الطبية والتجميلية، وأحدث الأجهزة للعلاج الطبي.
AR-130-89774-6,AR-130-89774,تؤثر أيضا بشكل سلبي على المجتمع لأنها يمكن أن تشغل الفرد عن أداء مهامه وواجباته اليومية.
AR-130-89774-7,AR-130-89774,تفيد الفرد أيضا في التواصل مع أهله وأصدقائه في أي وقت وأي زمن.
AR-130-89774-8,AR-130-89774,في الختام إذا تعلم الإنسان استخدام وقته بشكل جيد فستفيده هذه الأمور كثيرا لأنها تساعد المجتمع على التطور والازدهار.
AR-130-89774-9,AR-130-89774,على كل فرد مسؤولية في استخدام هذه الأمور ويجب أن نعلم الآخرين وننصحهم على أن يستفيدوا من هذه البرامج في الحياة بشكل عام ولا يهدروا وقتهم على أشياء قد تضرهم.
AR-130-90095-1,AR-130-90095,تطورت الإمارات العربية المتحدة كثيرا في جميع المجالات المتواجدة، منها المجال المعماري، التعليم والتعزيز على المسامحة والنفط والكثير غيرها.
AR-130-90095-2,AR-130-90095,ساهمت مجتمعات كثيرة من الناس أيضا في تغيير الإمارات العربية المتحدة إلى مكان أفضل ومجتمع محب ومتعاون يحث على التسامح بين الشعوب والدول.
AR-130-90095-3,AR-130-90095,تطور الإمارات زاد من عدد السواح من جميع دول العالم لأننا في بلد مسالم ونسبة الأمان عالية جدا حيث ليس هناك أي سبب للخوف سواء كان على الأطفال أو كبار السن.
AR-130-90250-1,AR-130-90250,أصبحت مواقع التواصل الاجتماعي تسيطر على عقولنا حتى أصبحنا مهووسين بها ولا نفارقها إذ إن الفرد لا يستطيع العيش بدونها في يومه الطبيعي.
AR-130-90250-2,AR-130-90250,وفي عصرنا هذا يتواصل العالم عن طريق مواقع التواصل الاجتماعي مهما بعدت المسافة واختلفت الثقافات، لأن هنالك ما يسمى بالترجمة وأشياء كثيرة تساعد على فهم اللغات الأخرى.
AR-130-90250-3,AR-130-90250,وتؤثر وسائل التواصل الاجتماعي على الفرد من ناحية التعارف والاندماج والتعلم وإيصال الرسائل إلى الشخص المعني عن طريق هذه البرامج التي تندرج تحت وسائل التواصل الاجتماعي.
AR-130-90250-4,AR-130-90250,ولكن عندما تصل الأمور إلى العائلة فإن وسائل التواصل الاجتماعي تقوم بدورها السلبي الذي يقوم بتفكيك الترابط الأسري ويضعف العلاقات الأسرية لأنه في عصرنا هذا قلت الجلسات العائلية وقل التواصل بين الأسرة بسبب اللهو وكثرة استخدام وسائل التواصل الاجتماعي.
AR-130-90250-5,AR-130-90250,حتى إن البعض أصبح يتواصل مع عائلته فقط على وسائل التواصل الاجتماعي وهو يفصله بينهم جدار فهذا يدل على أن وسائل التواصل الاجتماعي حاجز بينك وبين العالم الخارجي.
AR-130-90250-6,AR-130-90250,باختصار أصبحت مواقع التواصل الاجتماعي تفصلنا وتلهينا عن أمور كثيرة من السيئ إهمالها.
AR-130-90308-1,AR-130-90308,وسائل التواصل الاجتماعي لها تأثير كبير على المجتمع والفرد بسبب انتشارها وحب الجميع لها وإدمان الأطفال وتقليدهم للبعض.
AR-130-90308-2,AR-130-90308,لذلك يجب لمن يستخدمها الانتباه وعدم نشر المقاطع أو الصور التي تضر المجتمع والأطفال.
AR-130-90308-3,AR-130-90308,أما لبعض الأفراد بدأت وسائل التواصل الاجتماعي بمساعدتهم في العديد من المجالات، ومنها التجارة لمنتجاتهم من قبل مشاهير وسائل التواصل الاجتماعي ودعايتهم لمنتجاتهم ونشرها حول مختلف دول العالم والاستفادة منها.
AR-130-90308-4,AR-130-90308,أيضا بدأ الكثيرون بالاستفادة من الشهرة من خلال وسائل التواصل الاجتماعي للحصول على الشهرة والمال بمختلف الطرق، منها تصميم ونشر تصاميمهم في مختلف برامج التواصل الاجتماعي.
AR-130-90308-5,AR-130-90308,وأيضا بالحصول على المال لنشر تشاجرة التجار أو مختلف الشركات، منها شركات المقاولات أو شركات أخرى.
AR-130-90411-1,AR-130-90411,أصبح التواصل الاجتماعي عنصرا مهما في حياتنا اليومية.
AR-130-90411-2,AR-130-90411,لدى التواصل الاجتماعي شتى الآثار بين مجتمعنا والأفراد.
AR-130-90411-3,AR-130-90411,فقد أصبح الأطفال مدمنين عليه بشكل غير طبيعي.
AR-130-90411-4,AR-130-90411,هناك العديد من الجوانب والآثار في المجتمع، منها أنه يقلل التواصل اليومي فقد يفضل البعض التواصل عبر برامج التواصل مما يؤثر ذلك على الفرد فيصبح منعزلا عن الناس ووحيدا.
AR-130-90411-5,AR-130-90411,وتعيق مستقبل الأطفال ودراستهم فينشغل الطفل في استخدام البرامج وإهمال الدروس، مما يؤدى إلى فشله في الحياة.
AR-130-90411-6,AR-130-90411,أثر كبير ومهم هو الاستخدام الزائد عند البعض قد يبعدهم عن الله سبحانه وتعالى وعن العبادات الأخرى.
AR-130-90411-7,AR-130-90411,كمواطنين يجب علينا أن نساعد في ازدهار وطننا وتنميته ولا يمكن الحصول على ذلك عند إضاعة الوقت على التواصل الاجتماعي وما شابهه.
AR-130-90411-8,AR-130-90411,فقد أنعم الله سبحانه وتعالى على الإنسان بالعقل لكي يفكر به ويستخدمه وليس لكي يذهب هباء.
AR-130-90411-9,AR-130-90411,وسائل التواصل الاجتماعي تنشر الفساد وتفكك المجتمع والأفراد وتمنع المجتمع من الازدهار والتطور.
AR-130-90411-10,AR-130-90411,يجب على المجتمع الحذر من آثار التواصل الاجتماعي وحماية مجتمعه من أخطار كهذه.
AR-130-90530-1,AR-130-90530,أثرت وسائل التواصل الاجتماعي بشكل كبير على حياتنا اليوم مما أدى إلى تأثيرها على الفرد والمجتمع.
AR-130-90530-2,AR-130-90530,أصبح الهاتف شيئا أساسيا في حياة الإنسان فيصاحبه أينما ذهب.
AR-130-90530-3,AR-130-90530,يمكن استخدام وسائل التواصل الاجتماعي في الكثير من المجالات التي يمكن أن تكون إيجابية أو سلبية على الفرد والمجتمع.
AR-130-90530-4,AR-130-90530,التواصل مع الناس أصبح أسرع وأسهل بفضل وسائل التواصل الاجتماعي، فيمكن التواصل مع الأصدقاء أينما كانوا في جميع أنحاء العالم بشكل أسرع.
AR-130-90530-5,AR-130-90530,هذا يساعد خصيصا الناس في العمل وأيضا في التجارة بالتواصل مع الزبائن بشكل أسهل.
